kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
Sri Suwarsih,Sri Suwarsih,C,Kurikulum 2013,Pagi,PAUD MAWAR MERAH,EF9A693D6D04A79EDEE0,69773450,Swasta,SPS,Lainnya,-,2016-01-22,002/12.0.1/31.71.03.1006/-1.851.1/2016,2016-01-22,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69773450 PAUD MAWAR MERAH BOPP,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,30 Mb,Jl. E Raya RT.002 RW.10,Kampung Serdang,Cempaka Baru,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-6,106,2,10
MARIANI,Jamaludin,B,Kurikulum 2013,-,PAUD PUTRA BANGSA,C76C5C986CE6FFCDA107,69857190,Swasta,KB,Yayasan,2070,2013-09-19,2070,2013-09-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857190 PAUD PUTRA BANGSA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,JL. BALAI RAKYAT . KMP ; MANGGA RT .014/003 TUGU SELATAN .,Kampung Mangga,Tugu Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14260,-5,114,14,3
Kasiyat,Lenaria,A,Kurikulum 2013,-,SMKS IP YAKIN,93D00B2CE3545B6B56D7,20101675,Swasta,SMK,Yayasan,51 Tanggal 14 Januari 2011,2011-04-07,1747 TAHUN 2013,2013-10-21,Tidak ada,Bank BRI,Daan Mogot Kanwil Jakarta 1,SMK IP YAKIN,Bersedia Menerima,-,Belum Bersertifikat,PLN,55000,300 Mb,JL. BANGUN NUSA NO. 10,cengakareng timur,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,0,0
Sinta Dwi Sasputri,Sinta Dwi Sasputri,,Kurikulum 2013,-,PAUD MAWAR SARINTA,1AE81ACB53C116F83927,69952524,Swasta,SPS,Lainnya,-,2015-06-22,011/12.0.1/31.71.03.1003/-1.851.1/2015,2015-06-22,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69952524 PAUD MAWAR SARINTA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,5 Mb,Jl. Harapan Mulia Barat RT.11 RW.05,Harapan mulia,Harapan Mulya,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-5,114,11,5
Siti Juariyah,Al Hafit,A,Kurikulum 2013,-,SMP NEGERI 220 JAKARTA,77699C07F6BA1F18DB30,20101528,Negeri,SMP,Pemerintah Daerah,0,1982-10-09,201016205030/200010,1976-12-19,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPN220-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,100 Mb,Jl. Mangga I,Duri Kepa,Duri Kepa,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,15110,-6,106,8,3
Umi Hani,Yayah Khoiriyah,,Kurikulum 2013,-,PAUD SUNANUL HUDA,D004C89F820F82C0D512,69795684,Swasta,KB,Yayasan,,,1181.4/PNFI/PD-66/VIII/20,,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69795684 PAUD SUNANUL HUDA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Plumpang Semper No. 27 Rt. 012/02,tugu selatan,TUGU SELATAN,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14260,-5,114,12,2
Imih,Junita Fitri Indrawati,C,Kurikulum 2013,-,PAUD MELATI,FD4CE1A97D974714CEB2,69820408,Swasta,SPS,Lainnya,-,2016-04-29,2,2016-04-29,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820408 PAUD MELATI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Mustika II RT.013 RW.03,Sumur Batu,Sumur Batu,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-5,114,13,3
Sudimin,Adi Permana,A,Kurikulum 2013,Sehari penuh (5 h/m),SMKS KESATUAN,C606808BB703CD4616BE,20101656,Swasta,SMK,Yayasan,Kep. 020/ 101.A/ I/ 93,1993-12-31,378 Tahun 2014,2014-03-14,Tidak ada,BPD DKI...,BPD DKI CABANG CP. DIPENDA DAAN MOGOT...,SMKKESATUAN...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,11000,100 Mb,JL. KESATUAN NO. 1 KLINGKIT RAWA BUAYA,KLINGKIT,Rawa Buaya,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11740,-6,106,3,12
Gunawan Ahmad,Panji Hartanto,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP Negeri 229,DA7CC40F03AEBE016DF6,20109212,Negeri,SMP,Pemerintah Daerah,-,1984-07-17,599/PK.01.02,1910-01-01,Tidak ada,BANK DKI,PERMATA HIJAU,SMPN 229 - BOS,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,56000,50 Mb,Jl. Raya Kebon Jeruk No. 39,Kebonjeruk,Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11530,-6,106,4,3
PLT - Siti Jamilah,Imelda,,Kurikulum 2013,-,TPA Negeri Bina Tunas Jaya XV,1866E0EFDE272408376B,70001759,Negeri,TPA,Pemerintah Pusat,643 Tahun 2019,2019-04-15,643 Tahun 2019,2019-04-15,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,70001759 TPA Negeri BTJ XV BOPP,Bersedia Menerima,-,Belum Bersertifikat,-,3200,30 Mb,Jl. Kramat Jaya Raya Rt.002 Rw.014,,Tugu Utara,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,2,14
PLT - Dwi Maryati S.Pd,Dwi Maryati,,Kurikulum 2013,-,PAUD MELATI,1B77522D5E408C3D5B32,69820354,Swasta,SPS,Lainnya,-,2016-02-19,011/12.0.1/31.71.03.1003/-1.851.1/2016,2016-02-19,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820354 PAUD MELATI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,1 Mb,Jl. Suka Sari RT.007 RW.04,,Harapan Mulya,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-7,112,7,1
EDISON SIRAIT,Jgenny H,B,Kurikulum 2013,-,SMKS KRISTEN CENDRAWASIH,39FB3B8ECBDD95B6814D,20104458,Swasta,SMK,Yayasan,014/101.A1/I/1996,1996-06-20,10741/-1.851.78,2014-10-21,Tidak ada,BPD DKI...,BPD DKI CABANG DISPENDA DAAN MOGOT...,SMKKCENDRAWASIH...,Bersedia Menerima,-,Belum Bersertifikat,PLN,5500,50 Mb,JL. CENDRAWASIH RAYA NO. 60 CENGKARENG,KEC.CENGKARENG-KOTA JAKARTA BARAT,Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,5,7
PLT - Elia Fitria,NENENG MUSLIMAH,,Kurikulum 2013,-,TPA Negeri Bina Tunas Jaya XVI,E34D7C426FDF72824148,70000265,Negeri,TPA,Pemerintah Daerah,1467 Tahun 2018,2018-10-18,1467 Tahun 2018,2018-10-18,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,70000265 TPA Negeri BTJ XVI BOPP,Bersedia Menerima,-,Proses Sertifikasi,PLN,1300,Telkom Speedy,Jl. Alur Laut Rt.009 Rw.005,,Rawabadak Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,0,0,9,5
Etty Tri Budi Sejati Mahwarni,Ruswa Rusmana,A,Kurikulum 2013,-,SMP Negeri 271,8C3EE158F459B7DEFE97,20101535,Negeri,SMP,Pemerintah Pusat,Tidak Ada,1992-09-11,Tidak Ada,1992-09-11,K - Kesulitan Belajar,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPN271-BOS...,Bersedia Menerima,-,Belum Bersertifikat,PLN,33000,50 Mb,Jl. Pahlawan Sukabumi Sel.VI/F1,,Sukabumi Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11560,-6,106,2,5
Juliyanti,SITI MARHAMAH,,Kurikulum 2013,-,PAUD MELATI AL-IKHLAS,A268D864ADFCADC3D1A8,69773452,Swasta,SPS,Lainnya,406/2014,2014-11-28,406/2014,2014-11-28,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69773452 PAUD MELATI AL IKHLAS BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Cempaka Putih Utara II RT 003 RW.001,cempaka putih utara,Cempaka Baru,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10637,-5,114,3,1
Antonius Ata Goran,Moh. Amin Fikri,B,Kurikulum 2013,-,SMKS LAMAHOLOT JAKARTA,72A26A26A0AD0A4A124A,20101649,Swasta,SMK,Yayasan,004/101-A1/I/95,1995-02-13,8351/-1.851.78,2013-10-28,Tidak ada,Bank DKI,Cabang Walikota Jakarta Barat,SMK LAMAHOLOT,Bersedia Menerima,-,Belum Bersertifikat,PLN,7700,50 Mb,JL. MANGGIS RAYA BOJONG INDAH,-,RAWABUAYA,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11740,-6,106,1,4
RIDA LISTYOWATI,Hafidloh Kaaffah,,Kurikulum 2013,-,SPS Negeri Bale Bermain Sakinah,D8E9975EE6AAD6774DFA,70002389,Negeri,SPS,Pemerintah Daerah,420 Tahun 2020,2020-04-27,420 Tahun 2020,2020-04-27,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,70002389 SPS Negeri BB Sakinah BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,500 Mb,Jl. Alur Laut Rt.009 Rw.006,,Rawabadak Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14228,0,0,9,6
Edi Krisnanto,Joko Pujiyanto,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP Negeri 75 Jakarta,6766940D96C3D9A203A6,20101540,Negeri,SMP,Pemerintah Daerah,P.91/1984,1984-10-03,600/PK.01.02,1972-02-21,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPN75-BOS...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,55000,100 Mb,Jl. Raya Kebon Jeruk No.19,Kebon Jeruk,Kebon Jeruk,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11530,-6,106,6,1
Juhariah,Muroaini Damiyah,C,Kurikulum 2013,-,PAUD MELATI INDAH,F49E5B5DCAAAC0F64D01,69820308,Swasta,SPS,Lainnya,-,2016-04-08,003/12.0.0/31.71.03.1008/-1.851.1/2015,2016-04-01,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820308 PAUD MELATI INDAH BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,30 Mb,Jl. Utan Panjang II RT.004 RW.08,,Utan Panjang,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10650,-5,114,4,8
Ahmad Sumantri,Ibnu Akbar An Nuha,B,Kurikulum 2013,Pagi,SMKS MUHAMMADIYAH 13 JAKARTA,FC0E828A92BE2FB8EE07,20101632,Swasta,SMK,Yayasan,Kep.15/2003,2003-03-10,Nomor 50 Tahun 2014,2014-01-13,Tidak ada,BPD DKI...,BPD DKI CABANG  DAAN MOGOT...,SMKMUHAMMADIYAH13...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,33000,50 Mb,JL. BERINGIN RAYA NO. 36-37,-,Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,16,2
Dwi Jarti,DIVA ASTI APRILIAN SEROJA,,Kurikulum 2013,-,BKB GREENS PAUD 01,C678FCD71D2E604828A4,70004724,Swasta,SPS,Lainnya,1/A.6/31.72.03.1002.01.111.R.4/-1.851.192/e/2020,2020-09-23,1/A.6/31.72.03.1002.01.111.R.4/-1.851.192/e/2020,2020-09-23,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,70004724 BKB GREENS PAUD 01 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,500 Mb,Jl. Cemara Ujung Gang 12 No.21 Rt.007 Rw.001,Jl Cemara Ujung GG 12 no 21,Tugu Utara,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14260,0,0,7,1
Suswanti,Estika Dwi Utami,,Kurikulum 2013,-,PAUD MELATI PUTIH,35D5F4F10E3313171CE1,69820313,Swasta,SPS,Lainnya,-,2016-02-01,005/12.0.1/31.71.03.1006/-1.851.1/2016,2016-02-01,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820313 PAUD MELATI PUTIH BOPP,Bersedia Menerima,-,Proses Sertifikasi,PLN,1300,Tidak Ada,Jl. Serdang Cempaka VI No. 21 B RT.006  RW.09,,Cempaka Baru,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-5,114,6,9
Agustina Retno Indriastuti,F. Verico Sari Handayani,A,Kurikulum 2013,-,SMP Abdi Siswa,18A4C0704C7F7C4C5C10,20106717,Swasta,SMP,Yayasan,620.P/1.01.A1/I/1990,1991-03-08,3034/-1.851.58,2009-05-26,Tidak ada,Bank DKI,Bendungan Hilir,SMP Abdi Siswa,Bersedia Menerima,-,Belum Bersertifikat,PLN,66000,500 Mb,Jl. Patra Raya Tomang Raya No. 1,,Duri Kepa,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11510,-6,106,1,4
"Ade Noviawaty, M.Pd",Dawati,A,Kurikulum 2013,Kombinasi,SMKS MUTIARA BANGSA,5183CE8B3081CD33EF7C,20101505,Swasta,SMK,Yayasan,6922/-1.851.78,1901-01-01,6922/-1.851.78,2014-06-09,Tidak ada,BPD DKI...,BPD DKI CABANG DAAN MOGOT...,SMKMUTIARABANGSA...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN & Diesel,3300,20 Mb,JL. UTAMA RAYA NO. 2,-,Cengkareng Barat,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,6,3
sri lestari,Jaliah,,Kurikulum 2013,-,PAUD MELATI PUTIH,7E1D108268D08139F846,69949849,Swasta,SPS,Lainnya,003/14.21.0/31.71.03.1002,2016-05-26,003/14.21.0/31.71.03.1002,2016-05-26,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69949849 PAUD MELATI PUTIH BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,2500,Tidak Ada,Jl. Kebon Kosong 1 RT.001 RW.01,Kemayoran,Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10630,-6,106,1,1
Hambali,NUR MUHAMAD ARROSYID,B,Kurikulum 2013,Pagi,SMP Al Hamidiyah,EF3189DD81C216DC243C,20106722,Swasta,SMP,Yayasan,05.-,2009-05-25,002/1.8.1/31.73.05/-1.851.58/2016,2016-08-31,Tidak ada,DKI,PERMATA HIJAU,SMP AL HAMIDIYAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,25000,50 Mb,Jl. Raya Kedoya Selatan No.50,Kedoya Raya,Kedoya Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11520,-6,106,8,2
Lily Darmaliyah,lily Darmaliyah,B,Kurikulum 2013,Sehari penuh (5 h/m),BKB PAUD ANGGREK,180C9789FC9BE50A4469,69795552,Swasta,SPS,Lainnya,02/1.14.0/31.72.03.1001/-1.851.192/2016,2021-03-08,02/1.14.0/31.72.03.1001/-1.851.192/2016,2016-03-08,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69795552 BKB PAUD ANGGREK BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,Tidak Ada,Jampea Lorong 19 V No. 5 Rt. 001/06,koja,Koja,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14220,0,0,1,6
FAUZAN AKTSARUR RIZKI,Fauzan aktsarur Rizki,B,Kurikulum 2013,Pagi,SMKS PERMATA DUNIA,17C0223BA39F7F756051,69760735,Swasta,SMK,Yayasan,1190 Tahun 2013,1901-01-01,55141-1.851.78,1900-01-01,Tidak ada,DKI,WALI KOTA JAKARTA BARAT,SMK PERMATA DUNIA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,150000,500 Mb,JL PEDONGKELAN BELAKANG NO 46 RT 06/16,,Kapuk,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11720,-6,106,6,16
Gustiasih,Mimin Tarsih,,Kurikulum 2013,-,PAUD PELANGI 03,E57FD3B8C48530D3AC43,70023841,Swasta,SPS,Lainnya,1/A.6/31.71.03.1002/4/-1.851.192/e/2021,2022-11-24,1/A.6/31.71.03.1002/4/-1.851.192/e/2021,2021-11-24,Tidak ada,BPD DKI,KL Kecamatan Kemayoran,70023841 PAUD PELANGI 03 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Kebon Kosong 25 RT.009 RW.003,,Kebon Kosong,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,0,0,,
Adi Ngudiharjo,Ahmad Ismail,A,Kurikulum 2013,Siang,SMP AL HASANAH,399BDF62959726C9DDEF,20106723,Swasta,SMP,Yayasan,35/101.A/I/88,1976-06-01,4309/-1.851.58,2010-07-05,Tidak ada,DKI,Bendungan Hilir,SMP AL HASANAH,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,3500,10 Mb,Jl. Daud I  No. 15,,Sukabumi Utara,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11540,-6,106,1,8
Sagiman,Dicky Firmansyah,A,Kurikulum 2013,Kombinasi,SMKS PGRI 35 JAKARTA,AD918211803E339837A4,20101478,Swasta,SMK,Yayasan,Kep. 23/.1.851.74,2002-07-01,9186 /-1.851.78,2013-11-04,Tidak ada,BPD DKI...,BPD DKI CABANG DISPENDA DAAN MOGOT...,SMKPGRI35JAKARTA...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,73600,30 Mb,JL. JATI RAYA I NO. 52,-,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,5,12
juariyah,Bkb Paud Anggrek 05,,Kurikulum 2013,-,BKB PAUD ANGGREK 05,629D98ED73463E325ACD,69912455,Swasta,SPS,Lainnya,06 Tahun 2012,2012-11-15,3/A.6/31.72.03.1005/-1.851.192/2018,2014-11-16,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69912455 BKB PAUD ANGGREK 05 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,Jl. Bendungan Melayu Rt.008 Rw.005,tugu selatan,Tugu Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14260,0,0,8,5
Nur Azizah,Faris Ahmad Baihaqi,A,Kurikulum 2013,Sehari penuh (5 h/m),SMP AL HUDA KEBON JERUK,FC91CC9ADFFF2B72B9FA,20106724,Swasta,SMP,Yayasan,SP.504/I01.1A/I.86,1986-02-10,9354/-1.851.58,2014-09-12,Tidak ada,BPD DKI...,BPD DKI CABANG PERMATA HIJAU...,SMPALHUDAKEBONJE...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,0,30 Mb,Jl. H. Alimun,Jalan H. Alimun no 48 Kelapa Dua Kebon Jeruk Jakarta Barat,Kelapa Dua,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11550,-6,106,1,3
Sri Rahayuningsih,Sri Rahayuningsih,B,Kurikulum 2013,-,PAUD PERMATA BUNDA,3DE16619C80C8F8752DB,69773458,Swasta,SPS,Lainnya,2/A.6/31.70.03.1004/-1.851.192/2018,2018-03-14,2/A.6/31.70.03.1004/-1.851.192/2018,2018-03-14,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69773458 PAUD PERMATA BUNDA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,50 Mb,Jl. Flamboyan I RT.09 RW.02,serdang,Serdang,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10650,-5,114,20,2
Lilis Tati Kaswati,Agus  Soleh,B,Kurikulum 2013,Sehari penuh (5 h/m),SMKS PGRI 5 JAKARTA,45C19036F252FFBA93CF,20101476,Swasta,SMK,Yayasan,SP.1945/101.1A/I.86,1986-04-09,9185/-1.851.78,2013-11-04,Tidak ada,DKI,Dispenda Daan Mogot,SMK PGRI 5,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,15500,300 Mb,Jl. Peta Barat No. 40 Kalideres,-,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11820,-6,106,2,1
Marlisa,Dian Shinta Resmi,,Kurikulum 2013,Sehari penuh (5 h/m),BKB PAUD ANGGREK BULAN,3B8A93F15982AAE458F3,69974304,Swasta,SPS,Lainnya,2,2016-08-26,1/A.6/31.72.03.1001/-071.562/2018,2018-02-22,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69974304 BKB PAUD ANGGREK BULAN BOPP,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Deli Raya Rt.009 Rw.03,,Koja,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,,0,0,,
Sukriah,Nurfadillah,A,Kurikulum 2013,Kombinasi,SMP AL INAYAH,0567800AB97DFF106729,20109531,Swasta,SMP,Yayasan,012.31.73.05.1003.68,2007-11-23,539/-1.851.58,2009-02-13,Tidak ada,Bank DKI,Walikota Jakarta Barat,SMP Al Inayah,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,5500,50 Mb,Jl. SMU 57 RT.003/02,Kedoya Selatan,Kedoya Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11520,-6,106,3,2
Putut Apriani,Putut,,Kurikulum 2013,-,PAUD PERMATA HATI,1D579F46335B471BE19D,69943888,Swasta,SPS,Lainnya,0,2016-04-06,001/1.17/31.71.03.1007/-1,2016-04-06,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69943888 PAUD PERMATA HATI BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl. Blau Safir RT.004 RW.006,,Harapan Mulya,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,,-5,114,1,6
Sumiati Maksum,Maruya Ulfah,C,Kurikulum 2013,-,BKB PAUD ANGGREK BULAN 03,9BA488989274CB4C9EB7,69857295,Swasta,SPS,Lainnya,,,4340/PNFI-SPS/JU/XI/2012,,Tidak ada,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857295 BKB PAUD ANGGREK BULAN 03 BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,3300,1 Gb,Jln Patimura No. 6 Rt007/03,kp.walang,Rawabadak Selatan,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14230,-6,106,2,3
Krisnha Prasetyo Surendro,Muhammad Fauzan,A,Kurikulum 2013,Sehari penuh (5 h/m),SMKS TELKOM SANDHY PUTRA JAKARTA,D256B93C7405A5CBC753,20104462,Swasta,SMK,Yayasan,9092/-1.851.78,2014-09-08,9092/-1.851.78,2014-09-08,Tidak ada,BPD DKI...,BPD DKI CABANG DISPENDA DAAN MOGOT...,SMKTELKOMSANDHYPU...,Bersedia Menerima,Sehari penuh (5 h/m),9001:2008,PLN,197000,200 Mb,JL. DAAN MOGOT KM. 11,Kp. Muk,Kedaung Kali Angke,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11710,-6,106,4,4
Dra.Sriyani,Awwabin Hafidh,A,Kurikulum 2013,-,SMP Al Kamal,9C5A54852F9AE9EE6F33,20106727,Swasta,SMP,Yayasan,Kep. 126P / I01.A1 / I /,1988-12-12,1388 / -1.851.58,2009-03-24,Tidak ada,Bank DKI,"Permata Hijau, Kebayoran Baru",SMP AL KAMAL,Bersedia Menerima,-,Belum Bersertifikat,PLN,1200,Tidak Ada,Jl. Raya Al Kamal No.2 Kedoya Selatan,kedoya selatan,Kedoya Selatan,Kec. Kebon Jeruk,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11520,-6,106,7,3
"Suhaeni, Spd",Cyntha,B,Kurikulum 2013,-,PAUD PERMATA KASIH,B9A24B36B9CE18164549,69820340,Swasta,SPS,Lainnya,004/1.17/31.71.03.1007/-1.851.192/2016,2016-12-16,004/1.17/31.71.03.1007/-1.851.192/2016,2016-12-16,H - Hiperaktif,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69820340 PAUD PERMATA KASIH BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,Tidak Ada,Jl. Berlian I No.6 - 7 RT.008 RW.004,Sumur Batu,Sumur Batu,Kec. Kemayoran,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,10640,-6,106,8,4
Dwi Setiyaningsih,Yalaningrum Dini S,B,Kurikulum 2013,-,BKB PAUD BINTANG CAKRAWALA,9EECBCFB5B347C710437,69857298,Swasta,SPS,Yayasan,,,2359/PNFI-SPS/JU/VI/2013,,K - Kesulitan Belajar,BPD DKI,KL Dinas Pendidikan Provinsi. DKI Jakarta,69857298 BKB PAUD BINTANG CAKRAWALA BOPP,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,500 Mb,Komp TNI-AL Cakrawala I Jl. Menteng Gg.1 No.9c Rt.003 Rw.017,,LAGOA,Kec. Koja,Kota Jakarta Utara,Prov. D.K.I. Jakarta,14270,-5,114,3,17
M. Haidar Ulinnuha,Pawit Maryadi,B,Kurikulum 2013,Sehari penuh (5 h/m),SMKS YANDIKA,82577C81FADCF88A6F9D,20109526,Swasta,SMK,Yayasan,AHU-AH.01.06-0024062,2021-04-21,9743/-1.851.78,2013-11-19,Tidak ada,DKI,CAP. DISPENDA DAAN MOGOT,SMK YANDIKA,Bersedia Menerima,Sehari penuh (5 h/m),9001:2000,PLN,7700,50 Mb,JL. MASJID NURUL HUDA NO. 25,-,Cengkareng Timur,Kec. Cengkareng,Kota Jakarta Barat,Prov. D.K.I. Jakarta,11730,-6,106,0,0
