kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
"Imroatul Azizah,S.Pd",SITI KHUMAIROH,,Kurikulum 2013,-,KB SIROJUTH THOLIBIN,156A331DF4A832624DF8,69971070,Swasta,KB,Yayasan,421.9/4443/404.3.1/2016,2016-10-14,421.1/4532/404.5.1/2017,2017-12-11,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69971070 KB SIROJUTH THOLIBIN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,30 Mb,Ponpes Darul Muttaqin RT 05 RW 01,Keputran,Kemantren,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,-7,112,5,1
Yessi Natalia,M. Mukhlisin,Tidak Terakreditasi,Kurikulum 2013,Pagi,SMKS ANNUR FATMAH,ADE62CEE220EDF4A46B9,20576880,Swasta,SMK,Yayasan,188.45/427/HK/416-012/2011,2011-09-26,211/18.02.05/02/VI/2023,2023-06-22,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG MOJOSARI...,SMKSANNURFATMAH...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,50 Mb,JL. RAYA BELIK NO. 1,Belik,Belik,Kec. Trawas,Kab. Mojokerto,Prov. Jawa Timur,61375,-7,112,2,2
Roihanatul Ainak,AHSANUL THIBBAUL QULUB,,Kurikulum 2013,Pagi,SMP MAMBAUL IHSAN,97DBE45099E19EAA1DB3,70002599,Swasta,SMP,Yayasan,503.2.17/08/437.74/2020,2020-06-10,503.2.17/08/437.74/2020,2020-06-10,Tidak ada,nama_bank,cabang,rek_atas_nama,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,50 Mb,Jalan Pendidikan RT 001 RW 009 Dusun Bondot,Bondot,Banyuurip,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,1,9
Budi Utomo,Agus Setyana,A,Kurikulum 2013,Kombinasi,SD NEGERI BUNGURASIH I,DA8D8CFDD6269E19BF7A,20502383,Negeri,SD,Pemerintah Daerah,,1961-07-15,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIBUNGURASIHI...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,1600,5 Mb,Jl. Bungurasih Barat No. 156,Bungurasih Barat,Bungurasih,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,0,0
SYAIDATUL UMAROH,RAFIRA ZAHARA SAMSURI,,Kurikulum 2013,Sehari penuh (5 h/m),KB. BI RUL ULUM,3210A818B52FF8623AE5,70023718,Swasta,KB,Yayasan,188.4/2975/438.5.1/2021,2021-12-29,188.4/2975/438.5.1/2021,2021-12-29,Tidak ada,BPD JAWA TIMUR,SIDOARJO,70023718 KB  BI RUL ULUM,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,200,Tidak Ada,RT. 02  RW.  01,kedondong,Kedondong,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,2,1
Moh. Halim,SISWANTO,C,Kurikulum 2013,Pagi,SMKS MAARIF TAMBAKBOYO,FF6A6576B58ACD6536A1,20575955,Swasta,SMK,Yayasan,421.3/3100/416-101.04/2011,2011-11-15,19.08/1886/02/XII/2020,2020-10-31,Tidak ada,JATIM,MOJOSARI,SMKS MA'ARIF TAMBAKBOYO,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,900,20 Mb,Jl. Trawas Prigen No. 01  Dusun Slepi,SLEPI,Ketapanrame,Kec. Trawas,Kab. Mojokerto,Prov. Jawa Timur,61375,-7,112,3,5
Henny Pramianti,Nur Hidayati,A,Kurikulum 2013,Pagi,SD NEGERI JANTI 2,4320301BCEA6B12797AB,20502169,Negeri,SD,Pemerintah Daerah,0,1982-11-01,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIJANTI2...,Bersedia Menerima,Pagi,9001:2000,PLN,1300,300 Mb,Jl. Brigjen Katamso VI no. 234,JANTI,JANTI,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,14,2
Endang Purwanti Kusumaningtias,Endang,B,Kurikulum 2013,Sehari penuh (5 h/m),PAUD AL-HIDAYAH,6D93E33933A404EB9ED7,69816501,Swasta,KB,Yayasan,421.9/1287/404.3.1/2012,2011-04-01,421.1/1138/404.5.1/2017,2017-03-23,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816501 PAUD ALHIDAYAH,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,1300,50 Mb,PERUM TAMAN ANGGUN SEJAHTERA III E 4 / 38,GRABAGAN,Grabagan,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,42,6
Aminuddin,Mutsabitatin Ilmah,B,Kurikulum 2013,Pagi,SMP MUHAMMADIYAH 11,76878C710CA4E19EB21A,20500409,Swasta,SMP,Yayasan,1610/I04.7.4/1985,1985-02-28,503.2.18/06/437.74/2018,2018-02-28,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDAYU...,SMPMUH11UJPANGKAH...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2300,5 Mb,Jl. Raya PUK No. 1A,Gosari,Gosari,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,2,1
Miftahul Mufarrihah,WINDIYA WULANSARI,,Kurikulum 2013,-,SLB KIRANA HATI BUNDA,14016FAD2CD1EEBEC19E,70035623,Swasta,SLB,Yayasan,14/18.08/01/X/2022,2022-10-24,14/18.08/01/X/2022,2022-10-24,"A,B,C,C1,F,H,K,P,Q",,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,2500,Tidak Ada,Jl. Raya Tamiajeng No. 055,Dsn Tamiajeng Kec Trawas,Tamiajeng,Kec. Trawas,Kab. Mojokerto,Prov. Jawa Timur,61375,0,0,12,6
Siswo Edhy,"JUWAIRIYAH, SE., S.Pd",B,Kurikulum 2013,Kombinasi,SD NEGERI JANTI I,EFCBF05DD8DA7DD572DF,20502155,Negeri,SD,Pemerintah Daerah,10/SP/B.1/69,1969-01-27,10/SP/B.1/79,1979-04-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIJANTII...,Bersedia Menerima,Kombinasi,9001:2008,PLN,2600,30 Mb,Jl. Brigjen Katamso 227a,Janti,Janti,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,3,1
"SAODAH, S.Pd",Finna Prasetya Puspitasari,B,Kurikulum 2013,Pagi,TKN PEMBINA I NGORO,DC3115AF3775372347A9,69982678,Negeri,TK,Pemerintah Daerah,188.45/562/HK/416-012/2018,2018-10-15,188.45/562/HK/416-012/2018,2018-10-15,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69982678 TKN PEMBINA I NGORO,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,20 Mb,DS. KEMBANGSRI KEC. NGORO KAB. MOJOKERTO,KEMBANGSRI,Kembangsri,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,-7,112,1,4
AHMAD HALIM,Askiyatun Nufus,,Kurikulum 2013,Pagi,SMP TERPADU AL FITHROH SITARDA,5DD515DB912BB9D10406,70027557,Swasta,SMP,Yayasan,803.8.2/01/437.74/2022,2022-02-08,803.8.2/01/437.74/2022,2022-02-08,Tidak ada,,,,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,30 Mb,Jalan Sitarda No. 99 RT. 001 RW. 017,KRAJAN 01,Pangkah Wetan,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,1,17
,,,,-,PAUD AL-KAROMAH,958B88BBED93BA154B7C,69816546,Swasta,KB,Yayasan,,,421.9/026/404.3.1/2012,,Tidak ada,bank jatim,tulangan,KB Al-karomah,-,-,-,-,,,PERUM TAS III BLOK I 7 / 02,grabagan,GRABAGAN,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,10,67
"TETRA OKTAVIANI,S.Pd.M.Pd",YESIKA AYU RAHMATDANI,A,Kurikulum 2013,Pagi,SD NEGERI KEDUNGREJO,B90C13D20C668DAA5127,20501580,Negeri,SD,Pemerintah Daerah,-,1947-02-15,438.5.1.1.180,1910-01-01,Tidak ada,BANK JATIM,SIDOARJO,SDN KEDUNGREJO,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,5300,100 Mb,Jl.Raya Waru No. 39,KEDUNGREJO,Kedungrejo,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,8,2
WAHYUNINGDYAH,Novia Muhimatul Aziza,C,Kurikulum 2013,Pagi,TKN PEMBINA II NGORO,4F54D97EAE6DCA1323C3,69982679,Negeri,TK,Pemerintah Daerah,188.45/562/HK/416-012/2018,2018-10-15,188.45/562/HK/416-012/2018,2018-10-15,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69982679 TKN PEMBINA II NGORO,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,50 Mb,DS. JASEM KEC. NGORO KAB. MOJOKERTO,Jasem,Jasem,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,-7,112,5,5
Moh. Agus Suudi Faiz,Khusnul Ibad Mudhakkir,A,Kurikulum 2013,Pagi,SMAS AL MUNIROH,62C497F2E52D84B361DE,20500662,Swasta,SMA,Yayasan,01255/104.7.4/1990,1981-07-01,78/18.02.10/02/IX/2021,2021-09-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG CAPEN SIDAYU...,SMASALMUNIROH...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,3500,300 Mb,JL. PENDIDIKAN NO. 01 PANGKAH WETAN,SUMBER SUCI,Pangkah Wetan,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,2,15
"Siti Maslukah, Spd",ST Jumrotul Lailil Murroh,,Kurikulum 2013,-,PAUD ASASUL HUDA,C54576165B58AFEA4F57,69816525,Swasta,KB,Yayasan,421.9/725/404.3.14/2007,2007-05-25,421.9/3663/404.3.1/2016,2016-08-29,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816525 PAUD ASASUL HUDA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,10 Mb,JALAN SENTONO,Kepuh Kemiri,Kepuh Kemiri,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,-7,112,9,3
PLT - TRI KURNIAWATI,TRY NUR ALIYAH,A,Kurikulum 2013,Pagi,TK AISYIYAH 17,802C6FA1F1D5D44C52FD,69918204,Swasta,TK,Yayasan,421.3/0059/TK/416-101.PAUDNI/2015,2015-06-22,421.2/0819/416-101/2018,2018-04-30,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69918204 TK AISYIYAH 17,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,50 Mb,Dusun Jasem,jasem,Jasem,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,0,0,3,4
Sudarmaji,NOVITA LELYASTANTI,A,Kurikulum 2013,Kombinasi,SD NEGERI KEPUH KIRIMAN 1,B0B5667DC9281FCAFA7F,20501550,Negeri,SD,Pemerintah Daerah,-,1985-01-05,-,1985-05-01,Tidak ada,BANK JATIM,SIDOARJO,"Drs.SUMINTO,MM",Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,6000,50 Mb,Jl. Kenari No.1 Rewwin,KEPUHKIRIMAN,Kepuh Kiriman,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,0,0
Khoirul Syafik,KHOIRUL SYAFIK,B,Kurikulum 2013,Pagi,SMAS BAHRUL ULUM,AAA6C1BE5015E5529AB2,20500658,Swasta,SMA,Yayasan,0178/104.7.4/1996,1996-12-31,19.03/1295/01/XII/2020,2020-12-03,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG GRESIK...,SMASBAHRULULUM...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,3500,Telkom Speedy,JL. KH.WAHID HASYIM NO.17,-,Sekapuk,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,5,1
SITI ROMLAH,SITI ROMLAH,C,Kurikulum 2013,-,PAUD HASANAH MEDALEM,0997376246AC339A6C02,69816591,Swasta,KB,Yayasan,421.9/3/64/404.3.1/2014,2014-09-02,421.1/1749/438.5.1/2020,2020-09-16,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816591 PAUD HASANAH MEDALEM,Bersedia Menerima,-,Belum Bersertifikat,Lainnya,0,Tidak Ada,JL. BALAI DESA MEDALEM,Medalem,Medalem,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,-7,112,6,1
"RIRIN SETYAWATI, S.Pd",MEDINA KHOIRIYAH,B,Kurikulum 2013,Pagi,TK AISYIYAH BUSTANUL ATHFAL 14,6EA9D85E6745593A1181,20574001,Swasta,TK,Yayasan,414.4.4/1867/416-101.03/2011,2011-04-25,421.3/05/5/416-101.PAUDNI/2015,2015-03-01,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,20574001 TK AISYIYAH B A 14,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,250 Mb,WATESNEGORO KEC. NGORO KAB. MOJOKERTO,DSN. DATENG,Watesnegoro,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,-7,112,3,7
Iis Nunik Indah Rahayu,AFIF SETYO ADJIE,A,Kurikulum 2013,Kombinasi,SD NEGERI KEPUH KIRIMAN 2,EBE473A307F16B0B2A16,20501548,Negeri,SD,Pemerintah Daerah,,1993-06-01,-,1910-01-01,Tidak ada,Bank JATIM,Waru,SDN KEPUH KIRIMAN II,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,3000,20 Mb,Jl Gunung Agung P 6,Kepuh Permai,KEPUH KIRIMAN,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,0,0
Indah Ning Nur Anisatin,LILIS FARIDAH,B,Kurikulum 2013,Pagi,SMAS MUHAMMADIYAH 9,0A2123C5A7E1AE0C9521,20500464,Swasta,SMA,Yayasan,421.3/3050/403.53/2003,2003-11-10,421/1446/437.538/2016,2016-09-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDAYU...,SMASMUHAMMADIYAH9...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,30 Mb,JL. SABILILLAH NO. 2,KRAJAN II,Pangkah Wetan,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,2,6
TATI ROHAYATI,TATI ROHAYATI,,Kurikulum 2013,-,PAUD PERMATA BANGSA,D0354B399A9497792966,69816697,Swasta,KB,Yayasan,421.9/3739/404.3.1/2011,2011-10-28,421.1/2145/438.5.1/2019,2019-06-27,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816697 PAUD PERMATA BANGSA,Tidak Bersedia Menrima,-,Belum Bersertifikat,PLN,900,Tidak Ada,PERUM TAS III K 6 NO. 11,Perum Tas 3 P 11 No 09,Kepuh Kemiri,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,46,10
ISWATIN,"RIRIN MISLU ZAINIYAH, S.Pd",B,Kurikulum 2013,Pagi,TK AL HIKMAH,C771FF8B59961DCA6F06,20573998,Swasta,TK,Yayasan,414.4.4/0605/416-101.03/2012,2008-07-14,421.1/0474/TK/416-101.PAUDNI/2016,2016-02-29,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,20573998 TK AL HIKMAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,PURWOJATI KEC. NGORO KAB. MOJOKERTO,Polaman,Purwojati,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,0,0,4,9
Sutomo,"VITA LAYASSARI, A.Md",A,Kurikulum 2013,Kombinasi,SD NEGERI KUREKSARI,2C3A8BFAA56F1A4945DE,20501633,Negeri,SD,Pemerintah Daerah,438.5.1.1.170,1980-07-16,438.5.1.1.170,1910-01-01,Tidak ada,bank jatim,juanda,SDN KUREKSARI ( BOS),Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,5500,Tidak Ada,Jl. Anggrek Inpres No. 15 A,kureksari,Kureksari,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,2,5
RIFDA ZAHIROH NIRMALA,CHOIRUL FUAD,B,Kurikulum 2013,Pagi,SMK AL MUNIROH,6370E2527EA56C9F3A5B,69981294,Swasta,SMK,Yayasan,188.4/2274/101.3/2017,2017-04-11,421.5/3323.6/101.3/2017,2017-05-31,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  SIDAYU...,SMKALMUNIROH...,Bersedia Menerima,Pagi,9001:2000,PLN,5500,30 Mb,Jl. Pendidikan No 01,Sumber suci,Pangkah Wetan,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,1,1
"SITI NUR KHUMAIROH,S.Pd",Dian Ika Puji Rahayu,,Kurikulum 2013,-,PAUD ULIL ALBAB,CA31B4E489D1ADB4F038,69816745,Swasta,KB,Yayasan,421.9/3599/404.3.1/2012,2011-10-28,421.1/4221/404.5.1/2017,2017-10-25,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816745 PAUD ULIL ALBAB,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,10 Mb,JL. MASJID AL-HIDAYAH RT 004 RW 002 GELANG,GELANG,Gelang,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,4,2
MUHIBATUL MUHAROMAH,Lailatul Azizah,A,Kurikulum 2013,Pagi,TK AL MUSLIMAT,EE63D11FBDF119E89A0E,20573560,Swasta,TK,Yayasan,2133/I 04.11/DS/97,1997-06-17,503/0851/416-115.3/2020,2020-11-18,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,20573560 TK AL MUSLIMAT,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Dusun Glatik,Glatik,Watesnegoro,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,-7,112,1,5
Sri Indarti,Atika Desy Ekasari,A,Kurikulum 2013,Kombinasi,SD NEGERI MEDAENG 1,44066306E8E850E3DAD2,20501652,Negeri,SD,Pemerintah Daerah,107/404.743.17/1994,1926-01-01,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIMEDAENG1...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,5000,30 Mb,Jl Joyoboyo No 49 Medaeng,Bungur,MEDAENG,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,0,0
"Nurul Yaqin, Ma",MUHAMAD EFENDI,B,Kurikulum 2013,Pagi,SMK DARUL QALAM,1A0D3D1E42975FC694F1,69859378,Swasta,SMK,Yayasan,421.5/069/403.54/2013,2013-01-14,421.5/3140.34/101.3/2017,2017-05-23,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDAYU...,SMKSDARULQALAM...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,10000,10 Mb,Ds. Sekapuk RT.03 RW.05 Ujungpangkah,Sekapuk,Sekapuk,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,2,5
ELI KRIDAWATI,INDAH DWI HARTANTI,B,Kurikulum 2013,Pagi,TK AL-IKHLAS,D3D845C42DF221699BA3,20573604,Swasta,TK,Yayasan,421.1/../406-114.04/2001,2000-07-10,421.1/346/416-115.3/2022,2020-02-27,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,20573604 TK AL IKHLAS,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,30 Mb,Sukoanyar Kec.Ngoro Kab.Mojokerto,Sukoanyar,Sukoanyar,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,-5,114,3,1
YULIA KHUSNUL QO'IMAH,YULIA KHUSNUL QOIMAH,B,Kurikulum 2013,-,PAUD WAHID HASYIM,71FF46E7574716EF2976,69816710,Swasta,KB,Yayasan,421-9/996/404.3.14/2008,2008-04-02,421.1/524/438.5.1/2021,2021-07-09,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816710 PAUD WAHID HASYIM,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,50 Mb,JL. KH. AGUS SALIM,TULANGAN,Tulangan,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,-7,112,3,3
Abid Nailur Ridlo,MAGHFIRUL UMAM,B,Kurikulum 2013,Pagi,SMKS MAMBAUL IHSAN,6DCE76FBEF94B139F810,20555031,Swasta,SMK,Yayasan,4,2004-04-09,321/18.02.05/02/VIII/2023,2023-08-14,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDAYU...,SMKSMAMBAULIHSAN...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,10600,50 Mb,Jl. Pendidikan Banyuurip Ujungpangkah Gresik,Bondot,Banyuurip,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,1,9
BERLIANA FARIKA WALIDA,AMIN KUNAYATI,B,Kurikulum 2013,-,TK BAITUL MANSHURIN,A3951D55ED2B5E00E084,69967459,Swasta,TK,Yayasan,188/0086/416-101/2017,2017-09-28,421.2/1704/TK/416-101.PAUDNI/2017,2017-09-28,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,69967459 TK BAITUL MANSHURIN,Bersedia Menerima,-,Belum Bersertifikat,PLN,9000,300 Mb,Ds. Jasem Kec. Ngoro Kab. Mojokerto,jajar,Jasem,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,0,0,4,2
Ifan Fatra Hermanda,Ely Mufidah,A,Kurikulum 2013,Kombinasi,SD NEGERI MEDAENG 2,851458FAA8A28A44C249,20501651,Negeri,SD,Pemerintah Daerah,,1983-01-07,-,1910-01-01,Tidak ada,BANK JATIM,SIDOARJO,SDN MEDAENG 2,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,3300,20 Mb,Jl Nugroho No 69 Medaeng,MEDAENG,MEDAENG,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,0,0
"MAULIDYAH KUSUMA WARDANI, S.Pd",MAULIDYAH KUSUMA W,,Kurikulum 2013,Pagi,PG AURA KIDS,2D93B291624B31851598,69934691,Swasta,KB,Yayasan,421.9/168/404.3.1/2016,2016-01-14,421.9/168/404.3.1/2016,2016-01-14,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69934691 PG AURA KIDS,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,0,Tidak Ada,Perum Tas III Blok N2/04,KEPUH KEMIRI,Kepuh Kemiri,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,29,7
ANIS KHADIROH,NOVI OCTAVIANI,A,Kurikulum 2013,Pagi,TK BAITUSSALAM,955332FF1506F7A39758,20573585,Swasta,TK,Yayasan,421.1/7541/416-114.04/2004,2003-06-02,421.1/305/416-115.3/2022,2022-05-13,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,20573585 TK BAITUSSALAM,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1300,50 Mb,JASEM KEC. NGORO KAB. MOJOKERTO,Sambong,Jasem,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,0,0,5,1
Nur Hidayati,Muhammad Fashihul Lisan,B,Kurikulum 2013,Pagi,SMKS ROUDLOTUL HIKMAH,4916B0B2E37B0417DA6F,20566066,Swasta,SMK,Yayasan,421.5/2889/403.53.3/2009,2009-07-06,175/18.05/02/X/2021,2021-10-13,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG  SIDAYU...,SMKSROUDLOTULHIKMAH...,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,5500,20 Mb,Jl. PENDIDIKAN 09,Tegal Sari,Pangkah Kulon,Kec. Ujung Pangkah,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,5,11
"Ahmad Anwar,S.Pd., MM., M.Pd",RUHI DIAN RAHMITA,A,Kurikulum 2013,Kombinasi,SD NEGERI NGINGAS,7B686AC9CAF5FECF038C,20501615,Negeri,SD,Pemerintah Daerah,404.743.4/176/VII/90,1982-01-01,-,1910-01-01,"C, H",BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERINGINGAS...,Bersedia Menerima,Kombinasi,Belum Bersertifikat,PLN,7500,500 Mb,Jl. Ambeng Ambeng Selatan No. 83,NGINGAS,Ngingas,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,11,3
SULIKAH,siti cholifah,,Kurikulum 2013,Pagi,PG DHARMA WANITA PERSATUAN,E06AF005F093D76F7FC5,69816662,Swasta,KB,Yayasan,421.9/1871/404.3.1/2011,2011-06-10,421.1/1599/438.5.1/2020,2020-06-11,Tidak ada,BPD JAWA TIMUR,SIDOARJO,69816662 PG DWP,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,300 Mb,JL. SENTANA NO. 01 RT. 06 RW. 02,Kemiri,Kepuh Kemiri,Kec. Tulangan,Kab. Sidoarjo,Prov. Jawa Timur,61273,0,0,6,2
ENDANG CATUR LESTARI,Eni Estanti,C,Kurikulum 2013,Pagi,TK CANDRA KUTILANG,8CE0C8E7BB8F2A70BE82,20573561,Swasta,TK,Yayasan,169/08/10/I04.11/87,1987-07-20,421.2/2644/TK/416-101.PAUDNI/2016,2016-09-26,Tidak ada,BPD JAWA TIMUR,CAPEM MOJOSARI,20573561 TK CANDRA KUTILANG,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,898,Tidak Ada,KUTOGIRANG KEC. NGORO KAB. MOJOKERTO,kotogirang,Kutogirang,Kec. Ngoro,Kab. Mojokerto,Prov. Jawa Timur,61385,0,0,1,3
Sri Andayanti,"Asmarani Hanuri Putri, S.Pd",A,Kurikulum 2013,Pagi,SD NEGERI PEPELEGI 1,3096C8269A00D91CAFC4,20539919,Negeri,SD,Pemerintah Daerah,,1951-10-19,-,1910-01-01,Tidak ada,BPD JAWA TIMUR...,BPD JAWA TIMUR CABANG SIDOARJO...,SDNEGERIPEPELEGI1...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,11900,50 Mb,Jl. Anjasmoro No. 8,Pepe,PEPELEGI,Kec. Waru,Kab. Sidoarjo,Prov. Jawa Timur,61256,-7,112,2,3
